id,brand,model,product_name,condition,last_sale,last_sale_size,lowest_ask,highest_bid,since_last_sale_dollar,since_last_sale_percent,colorway,retail_price,release_date,high_52_week,low_52_week,low_12_month_trade,high_12_month_trade,volatility,num_sales_12_month,price_premium_12_month,avg_sale_price_12_month,period
adidas-samba-naked-waves-pack,adidas,samba,adidas samba naked waves pack,New,6600.0,11,7400.0,,2300.0,54.0,,15705.0,2016-12-24,6600.0,4300.0,5500.0,7500.0,15.9,3.0,-59.0,5700.0,1394.0
adidas-ace-17pt1-paul-pogba-brown-camo,adidas,ace,adidas ace 17.1 paul pogba brown camo,New,9100.0,10,14300.0,9400.0,0.0,0.0,,15705.0,2017-10-25,9100.0,9100.0,8200.0,10000.0,,1.0,-43.0,9100.0,1089.0
adidas-superstar-80s-kasina,adidas,superstar,adidas superstar 80s kasina,New,18000.0,10,12300.0,15800.0,10800.0,150.0,,15705.0,2016-08-20,33800.0,7200.0,9700.0,26200.0,46.0,11.0,13.3,17100.0,1520.0
adidas-ultra-boost-s-l-collegiate-navy-legend-marine,adidas,ultra,adidas ultra boost s&l collegiate navy legend marine,New,10600.0,12,11600.0,9800.0,-5100.0,-33.0,Collegiate Navy/Legend Marine/Gold Metallic,18846.0,,20100.0,9100.0,7100.0,14100.0,32.5,21.0,-44.4,12800.0,
adidas-copa-20-fg-active-red-core-black,adidas,copa,adidas copa 20+ fg active red core black,New,24800.0,8.5,20000.0,11500.0,0.0,0.0,Active Red/Cloud White/Core Black,28792.5,2020-01-01,24800.0,24800.0,22400.0,27300.0,,1.0,-14.5,24800.0,291.0
adidas-eqt-support-mid-adv-camo-purple,adidas,eqt,adidas eqt support mid adv camo purple,New,5800.0,10.5,,,0.0,0.0,Purple/Energy Ink/Core Black,12564.0,2018-11-01,5800.0,5300.0,5600.0,6100.0,3.9,4.0,-54.2,5700.0,717.0
adidas-alphabounce-ck-core-black-cloud-white,adidas,alphabounce,adidas alphabounce ck core black cloud white,New,7400.0,9.5,,7900.0,-500.0,-7.0,Core Black/Cloud White/Core Black,12564.0,2017-01-01,8000.0,7400.0,7200.0,7600.0,3.4,3.0,-41.7,7600.0,1386.0
adidas-tennis-hu-pharrell-light-blue,adidas,tennis,adidas tennis hu pharrell light blue,New,8500.0,10.5,7500.0,7100.0,1000.0,13.0,,13611.0,2017-07-28,15500.0,3700.0,6500.0,10500.0,23.4,110.0,-38.5,8300.0,1178.0
adidas-ultra-boost-uncaged-oreo-blue,adidas,ultra,adidas ultra boost uncaged oreo blue,New,6900.0,13,,5200.0,-1500.0,-19.0,,18846.0,2017-11-01,8500.0,6900.0,6100.0,7600.0,11.6,2.0,-63.9,7600.0,1082.0
adidas-samba-og-cloud-white-clear-sky,adidas,samba,adidas samba og cloud white clear sky,New,10600.0,13,,6300.0,-12200.0,-54.0,Cloud White/Clear Sky/Clear Granite,8376.0,,22800.0,10600.0,4500.0,16700.0,58.1,2.0,25.0,16700.0,
adidas-yeezy-boost-700-v2-vanta,adidas,yeezy,adidas yeezy boost 700 v2 vanta,New,53600.0,6,46600.0,55700.0,-1000.0,-2.0,Vanta/Vanta/Vanta,31410.0,2019-06-06,102100.0,20100.0,49400.0,57800.0,7.8,6907.0,69.3,41300.0,500.0
adidas-nmd-ts1-bred,adidas,nmd,adidas nmd ts1 bred,New,14800.0,10,12700.0,9400.0,-200.0,-1.0,Core Black/Carbon/Grey,20940.0,2018-11-01,16300.0,10100.0,13100.0,16500.0,11.1,13.0,-30.0,13800.0,717.0
adidas-crazy-byw-sesame,adidas,crazy,adidas crazy byw sesame,New,9000.0,9.5,8000.0,5200.0,3200.0,55.0,Sesame/Light Granite/Chalk Coral,15705.0,2018-11-01,9000.0,3900.0,7100.0,10900.0,21.1,4.0,-43.3,6600.0,717.0
adidas-eqt-support-93-16-concepts-black,adidas,ultra,adidas ultra boost eqt support 93/16 concepts black,New,16400.0,9,11500.0,10500.0,5100.0,44.0,,17799.0,2016-09-03,17200.0,5300.0,12400.0,20400.0,24.6,6.0,-8.8,11900.0,1506.0
adidas-replicant-ozweego-raf-simons-green-vivid-berry,adidas,replicant,adidas replicant ozweego raf simons green vivid berry,New,20100.0,8,24300.0,3600.0,-8400.0,-30.0,Green/Vivid Berry/Vivid Berry,41880.0,2018-03-22,28500.0,18900.0,16800.0,23300.0,16.2,7.0,-52.5,23600.0,941.0
adidas-stan-smith-raf-simons-comfort-badge-cream-white,adidas,stan,adidas stan smith raf simons comfort badge cream white,New,16700.0,8.5,17100.0,15800.0,4100.0,32.0,,31410.0,2017-07-11,28300.0,7400.0,9700.0,23700.0,41.5,12.0,-47.3,19700.0,1195.0
adidas-ultra-boost-20-core-black-silver-metallic,adidas,ultra,adidas ultra boost 20 core black silver metallic,New,14300.0,11,12500.0,10500.0,-15200.0,-52.0,Core Black/Core Black/Silver Metallic,18846.0,2020-08-01,29600.0,10600.0,8400.0,20200.0,41.4,7.0,-25.0,16400.0,78.0
adidas-ultra-boost-mid-parley,adidas,ultra,adidas ultra boost mid parley,New,40100.0,10.5,15900.0,21100.0,23900.0,146.0,,26175.0,2018-02-16,40100.0,15900.0,31900.0,48300.0,20.5,7.0,52.0,26500.0,975.0
adidas-ultra-boost-st-parley-legend-ink,adidas,ultra,adidas ultra boost st parley legend ink,New,12700.0,10.5,,12600.0,2200.0,20.0,Legend Ink/Clear Mint/Hi-Res Aqua,19893.0,2018-06-27,19000.0,10600.0,9500.0,15900.0,24.6,5.0,-36.8,13000.0,844.0
adidas-yung-1-420,adidas,yung-1,adidas yung-1 420,New,5800.0,9,6100.0,,-500.0,-8.0,Grey Two/Raw Grey/Shock Yellow,12564.0,2019-04-20,10600.0,5300.0,4600.0,7100.0,22.7,12.0,-54.2,6600.0,547.0
adidas-nmd-clear-blue,adidas,nmd,adidas nmd r1 clear blue,New,23000.0,9,21100.0,12600.0,9300.0,68.0,,13611.0,2016-03-17,23000.0,13800.0,20400.0,25700.0,11.5,11.0,67.7,17500.0,1676.0
adidas-stan-smith-boost-tumbled-white-green,adidas,stan,adidas stan smith boost,New,13600.0,10.5,31700.0,12600.0,1700.0,14.0,Footwear White/Footwear White/Green,17275.5,,31700.0,5300.0,9900.0,17400.0,27.7,29.0,-21.9,10700.0,
adidas-superstar-white-black-gold-metallic,adidas,superstar,adidas superstar white/black/gold metallic,New,10600.0,9,11200.0,,-24400.0,-70.0,White/Black/Gold Metallic,12564.0,,35000.0,6900.0,-800.0,22000.0,107.8,4.0,-16.7,15500.0,
adidas-sleek-olivia-leblanc-w,adidas,sleek,adidas sleek olivia leblanc (w),New,5300.0,6W,,,-2100.0,-29.0,Black/Solar Yellow/Core Black,10470.0,2019-02-23,7400.0,4800.0,4200.0,6500.0,22.8,4.0,-50.0,6300.0,603.0
adidas-human-race-nmd-pharrell-pale-nude,adidas,human,adidas human race nmd pharrell pale nude,New,22400.0,7.5,30500.0,34700.0,-5000.0,-18.0,,25128.0,2017-11-11,58400.0,8500.0,12700.0,32100.0,43.5,285.0,-11.7,33800.0,1072.0
adidas-lite-racer-adapt-grey-six,adidas,lite,adidas lite racer adapt grey six,New,5300.0,10,6400.0,,-3600.0,-41.0,Grey Six/Grey Six/Light Granite,6805.5,,9000.0,5300.0,3500.0,7200.0,35.0,2.0,-23.1,7200.0,
adidas-nite-jogger-gradient,adidas,nite,adidas nite jogger gradient,New,14000.0,6,14200.0,11500.0,-2900.0,-17.0,Core Black/Core Black/Boost Black,13611.0,2020-07-01,16900.0,14000.0,12500.0,15400.0,10.6,2.0,1.5,15400.0,109.0
adidas-temper-run-core-black-glow,adidas,temper,adidas temper run core black glow,New,8900.0,9.5,6200.0,,1500.0,20.0,Core Black/Core Black/Glow,14658.0,2018-09-20,8900.0,3200.0,7000.0,10800.0,20.9,9.0,-40.0,6000.0,759.0
adidas-codechaos-boa-signal-green,adidas,codechaos,adidas codechaos boa signal green,New,8000.0,11,9800.0,6300.0,-2600.0,-25.0,Core Black/Signal Green/Cloud White,18846.0,2020-01-31,10600.0,8000.0,6700.0,9300.0,16.7,2.0,-58.3,9300.0,261.0
adidas-predator-tango-18-black-red,adidas,predator,adidas predator tango 18+ black red,New,4600.0,9.5,8000.0,5700.0,-4300.0,-49.0,Core Black/Core Black/Red,20940.0,2018-08-23,18800.0,4600.0,1300.0,7800.0,73.2,14.0,-78.5,10000.0,787.0
adidas-nmd-r1-oreo,adidas,nmd,adidas nmd r1 oreo,New,16300.0,8.5,11600.0,12100.0,1200.0,8.0,Core Black/Footwear White/Footwear White,13611.0,2020-06-22,27100.0,9500.0,13800.0,18800.0,15.5,139.0,18.5,15300.0,118.0
adidas-ultra-boost-1-washington,adidas,ultra,adidas ultra boost 1.0 washington,New,11500.0,9.5,10800.0,11200.0,-300.0,-3.0,Team College Purple/Gold Metallic/Night Flash,18846.0,2020-09-04,23000.0,10600.0,10000.0,13100.0,13.5,178.0,-39.4,13300.0,44.0
adidas-crazy-97-red,adidas,crazy,adidas crazy 97 red,New,19200.0,8.5,20100.0,6300.0,4500.0,30.0,Red/Blue-White,11517.0,,25000.0,14800.0,15000.0,23400.0,21.9,3.0,65.5,19700.0,
adidas-aw-bball-alexander-wang-triple-white,adidas,aw,adidas aw bball alexander wang triple white,New,30700.0,12,20500.0,21000.0,9400.0,44.0,White/White/White,26175.0,2018-11-14,39700.0,9700.0,23100.0,38300.0,24.8,64.0,16.4,18800.0,704.0
adidas-ultra-boost-core-black-solar-red,adidas,ultra,adidas ultra boost 2.0 core black solar red,New,12900.0,10,13500.0,19400.0,-700.0,-5.0,,18846.0,2016-05-16,27000.0,12900.0,10200.0,15600.0,21.6,22.0,-32.2,18100.0,1616.0
adidas-stan-smith-mid-pc-super-cool-super-cool-vintage-white,adidas,stan,adidas stan smith mid pc super cool/super cool/vintage white,New,15900.0,10.5,15900.0,6300.0,5300.0,50.0,Super Cool/Super Cool/Vintage White,16752.0,,15900.0,10600.0,13200.0,18500.0,16.7,2.0,-6.3,13200.0,
adidas-nmd-r1-stlt-black-grey,adidas,nmd,adidas nmd r1 stlt black grey solar pink,New,6400.0,13,6400.0,5700.0,2200.0,50.0,,17799.0,2018-01-04,12700.0,3700.0,4300.0,8500.0,32.8,319.0,-64.7,6300.0,1018.0
adidas-nmd-r1-core-black-shock-purple,adidas,nmd,adidas nmd r1 core black shock purple,New,6500.0,8,6900.0,9400.0,-2000.0,-24.0,Core Black/Core Black/Shock Purple,13611.0,2018-08-01,14800.0,2700.0,4700.0,8300.0,27.6,131.0,-53.1,7000.0,809.0
adidas-continental-80-collegiate-navy,adidas,continental,adidas continental 80 collegiate navy,New,6900.0,10,7200.0,3100.0,1700.0,32.0,Collegiate Navy/Scarlet/Hi-Res Aqua,8376.0,2018-11-01,6900.0,5200.0,6100.0,7700.0,12.1,2.0,-19.2,6100.0,717.0
adidas-eqt-support-mid-adv-alphatype,adidas,eqt,adidas eqt support mid adv alphatype,New,9100.0,11,9000.0,4000.0,700.0,7.0,Core Black/Core Black/Bluebird,12564.0,2018-11-22,9100.0,4800.0,7400.0,10700.0,18.3,4.0,-28.6,7500.0,696.0
adidas-crazy-1-adv-sock-white-black-red,adidas,crazy,adidas crazy 1 adv sock white black red,New,10600.0,9,10600.0,5200.0,4300.0,67.0,Running White/Core Black/High Res Red,14658.0,2018-02-15,14800.0,5300.0,7400.0,13800.0,29.9,11.0,-28.6,8700.0,976.0
adidas-ultra-boost-uncaged-triple-black,adidas,ultra,adidas ultra boost uncaged triple black,New,24200.0,9.5,17000.0,18900.0,11000.0,83.0,,20940.0,2016-07-16,24900.0,12400.0,20100.0,28300.0,16.8,21.0,14.5,19100.0,1555.0
adidas-continental-80-raw-white,adidas,continental,adidas continental 80 raw white,New,13900.0,9,11200.0,9400.0,4900.0,54.0,Raw White/Raw White/Off White,8376.0,,19000.0,5800.0,11900.0,15900.0,14.6,47.0,63.8,9600.0,
adidas-don-issue-1-mailman-karl-malone,adidas,d.o.n.,adidas d.o.n. issue #1 mailman karl malone,New,13800.0,10.5,13200.0,15200.0,0.0,0.0,Active Purple/Footwear White/Glow Blue,10470.0,2019-11-23,23200.0,5800.0,10500.0,17000.0,24.1,466.0,30.0,14000.0,330.0
adidas-lxcon-big-logo-white-solar-red,adidas,lxcon,adidas lxcon big logo white solar red,New,7400.0,9.5,11200.0,10500.0,-2100.0,-22.0,Cloud White/Crystal White/Solar Red,12564.0,2019-09-28,13800.0,7400.0,5700.0,9100.0,23.1,19.0,-41.7,9400.0,386.0
adidas-y-3-hicho-white-black,adidas,y-3,adidas y-3 hicho white black,New,22200.0,10,26400.0,18200.0,1600.0,8.0,Core White/Core Black/Red,29316.0,2020-07-15,27800.0,15900.0,18800.0,25600.0,15.1,7.0,-25.0,21000.0,95.0
adidas-wilsy-spzl-new-order,adidas,wilsy,adidas wilsy spzl new order,New,19500.0,9,15900.0,9400.0,0.0,0.0,Cloud White/Cloud White/Grey Three,15705.0,2020-09-18,19500.0,19500.0,17700.0,21600.0,,1.0,23.3,19500.0,30.0
adidas-y-3-stan-smith-zip-black-olive,adidas,y-3,adidas y-3 stan smith zip black olive,New,18500.0,10,,8900.0,-5700.0,-24.0,,40833.0,2017-09-30,24300.0,9000.0,13300.0,23700.0,27.9,7.0,-55.1,17800.0,1114.0
adidas-nmd-cs1-gore-tex-blue-night,adidas,nmd,adidas nmd cs1 gore-tex blue night,New,4300.0,5,31700.0,15200.0,-9400.0,-69.0,Blue Night/Core Black/Cardboard,23976.3,2018-01-27,13800.0,4300.0,400.0,8200.0,92.6,3.0,-82.5,8700.0,995.0
adidas-iniki-runner-pride-of-the-70s-usa,adidas,iniki,adidas iniki runner pride of the 70s usa,New,19200.0,11,16900.0,14700.0,8700.0,82.0,,13611.0,2017-04-20,25300.0,8700.0,14400.0,24100.0,25.4,27.0,40.0,17200.0,1277.0
adidas-adizero-crazy-light-2-la,adidas,adizero,adidas adizero crazy light 2 la,New,12000.0,10,26300.0,5200.0,0.0,0.0,Ultra Purple/Electricity/Running White,14658.0,2012-11-01,12000.0,12000.0,10800.0,13200.0,,1.0,-19.1,12000.0,2908.0
adidas-zx-4000-snakeskin-glow,adidas,zx,adidas zx 4000 snakeskin glow,New,21100.0,10.5,18500.0,,0.0,0.0,Orbit Grey/Dove Grey/Metal Grey,10470.0,2020-10-01,21100.0,21100.0,19000.0,23200.0,,1.0,100.0,21100.0,17.0
adidas-dame-6-shock-yellow-white,adidas,dame,adidas dame 6 shock yellow white,New,15300.0,7.5,7200.0,10600.0,2500.0,20.0,Shock Yellow/Cloud White/Shock Yellow,11517.0,2020-01-18,15300.0,7500.0,13500.0,17100.0,11.5,44.0,31.8,10600.0,274.0
adidas-ultra-boost-clima-parley-white-blue,adidas,ultra,adidas ultra boost clima parley white blue,New,13200.0,9.5,15900.0,17300.0,-1200.0,-9.0,Footwear White/Footwear White/Blue,20940.0,2018-06-08,27300.0,8000.0,8200.0,18300.0,38.3,95.0,-37.5,15200.0,863.0
adidas-sm-crazy-explosive-low-nba-ncaa-core-black,adidas,sm,adidas sm crazy explosive low nba/ncaa core black,New,13600.0,13.5,,5900.0,3200.0,30.0,Core Black/ White Red,14658.0,,13600.0,5700.0,10800.0,16500.0,21.2,7.0,-7.9,10500.0,
adidas-tennis-hu-pharrell-holi-blue,adidas,tennis,adidas tennis hu pharrell holi blue,New,10100.0,12,8000.0,6300.0,-5300.0,-35.0,Bright Blue/Footwear White/Footwear White,11517.0,2018-03-16,16900.0,3900.0,7400.0,12700.0,25.9,70.0,-13.6,8200.0,947.0
adidas-harden-vol-4-royal-white,adidas,harden,adidas harden vol. 4 royal white,New,10600.0,14,,12100.0,-1400.0,-12.0,Collegiate Royal/Cloud White/Bright Blue,13611.0,2019-10-19,18800.0,8500.0,9400.0,11700.0,10.5,44.0,-23.1,11300.0,365.0
adidas-superstar-platform-beyonce-ivy-park-white-black-w,adidas,superstar,adidas superstar platform beyonce ivy park white black (w),New,15600.0,7.5W,10600.0,10500.0,4400.0,38.0,Cloud White/Core Black/Off White,20940.0,2020-09-18,33800.0,5300.0,11100.0,20200.0,28.8,173.0,-26.0,19300.0,30.0
adidas-nizza-lo-na-kel-smith,adidas,nizza,adidas nizza lo na-kel smith,New,4300.0,12,,,-2100.0,-33.0,Core Black/Scarlet/Cloud White,8899.5,2019-08-10,8000.0,4300.0,2800.0,5700.0,35.8,3.0,-52.9,6200.0,435.0
adidas-nite-jogger-sesame-black-bold-green,adidas,nite,adidas nite jogger sesame black bold green,New,11100.0,11,9800.0,8200.0,1200.0,12.0,Sesame/Core Black/Bold Green,14658.0,2019-11-21,13200.0,6400.0,10300.0,12000.0,7.4,28.0,-25.0,9300.0,332.0
adidas-crazy-byw-pharrell-ambition-black,adidas,crazy,adidas crazy byw lvl x pharrell ambition black,New,10600.0,10,15000.0,7300.0,0.0,0.0,Core Black/Footwear White/Solar Pink,26175.0,2018-07-13,18900.0,4900.0,7600.0,13500.0,28.5,43.0,-60.0,11400.0,828.0
adidas-ultra-boost-atr-mid-reigning-champ-black,adidas,ultra,adidas ultra boost atr mid reigning champ black,New,15900.0,11,14800.0,13000.0,0.0,0.0,Black/Grey/Black,25128.0,2018-02-14,16000.0,15900.0,15900.0,16000.0,0.2,2.0,-37.3,16000.0,977.0
adidas-top-ten-hi-core-black,adidas,top,adidas top ten hi core black,New,9500.0,9.5,9500.0,21000.0,-700.0,-7.0,Core Black / Cloud White / Orange,9423.0,,47500.0,2700.0,7200.0,11900.0,24.8,115.0,,10400.0,
adidas-stan-smith-pharrell-bbc-palm-tree-red,adidas,stan,adidas stan smith pharrell bbc palm tree red,New,11900.0,13,6400.0,6300.0,3100.0,35.0,,20940.0,2016-06-26,11900.0,8500.0,10500.0,13200.0,11.2,6.0,-44.0,10400.0,1575.0
adidas-tubular-doom-sock-white-grey-burgundy,adidas,tubular,adidas tubular doom sock white grey burgundy,New,10600.0,10.5,9000.0,13100.0,3700.0,53.0,Footwear White/Grey Three/Collegiate Burgundy,12564.0,2017-01-01,10600.0,6400.0,9100.0,12000.0,13.4,8.0,-17.0,7600.0,1386.0
adidas-busenitz-pro-cloud-white-clear-mint,adidas,busenitz,adidas busenitz pro cloud white clear mint,New,6400.0,10.5,,10500.0,-5300.0,-46.0,Cloud White/Collegiate Burgundy/Clear Mint,9423.0,2019-01-01,11700.0,6400.0,4200.0,8600.0,34.4,5.0,-33.3,8600.0,656.0
adidas-ultra-boost-shock-yellow,adidas,ultra,adidas ultra boost shock yellow,New,8300.0,9.5,6900.0,8700.0,1000.0,13.0,Collegiate Navy/Core Black/Shock Yellow,18846.0,2019-08-20,19000.0,5800.0,6700.0,9900.0,19.7,168.0,-56.7,9700.0,425.0
adidas-pureboost-dpr-solebox-italian-leathers,adidas,pureboost,adidas pureboost dpr solebox italian leathers,New,6300.0,8.5,5400.0,5700.0,-600.0,-9.0,Sesame/Core White/Core White,23034.0,2018-05-05,13800.0,4300.0,5100.0,7400.0,19.1,41.0,-73.3,7500.0,897.0
adidas-pureboost-dpr-grey-solid-grey,adidas,pureboost,adidas pureboost dpr grey solid grey,New,10600.0,11.5,8500.0,,1100.0,11.0,,15705.0,2017-05-18,10600.0,4300.0,8500.0,12700.0,20.1,8.0,-33.3,8000.0,1249.0
adidas-nmd-r1-blue-tab,adidas,nmd,adidas nmd r1 r1 blue tab,New,13100.0,9.5,19700.0,6400.0,-1100.0,-8.0,,13611.0,2016-10-01,16800.0,6800.0,10000.0,16300.0,24.6,6.0,-4.6,13000.0,1478.0
adidas-tennis-hu-pharrell-holi-green,adidas,tennis,adidas tennis hu pharrell holi green,New,11600.0,8,5800.0,4700.0,4800.0,69.0,Bright Green/Running White/Running White,11517.0,2018-03-16,11700.0,2700.0,9400.0,13900.0,18.7,97.0,0.1,6000.0,947.0
adidas-stan-smith-her-studio-london-w,adidas,stan,adidas stan smith her studio london (w),New,9500.0,6.5W,9400.0,3100.0,-1000.0,-10.0,Cloud White/Power Berry/Gold Metallic,9423.0,2020-09-10,13200.0,9500.0,8000.0,11100.0,16.4,3.0,,11100.0,38.0
adidas-nemeziz-tango-17-ultra-boost-kith-cobras,adidas,nemeziz,adidas nemeziz tango 17 ultra boost kith cobras,New,17300.0,10,21100.0,14700.0,1500.0,9.0,,23557.5,2017-11-03,28000.0,12700.0,13100.0,21600.0,24.2,17.0,-27.1,17200.0,1080.0
adidas-continental-80-python-black,adidas,continental,adidas continental 80 python black,New,7600.0,11,22300.0,,-100.0,-1.0,Core Black/Carbon/Grey Five,12564.0,2018-10-01,7700.0,6300.0,7000.0,8300.0,8.6,4.0,-40.0,7000.0,748.0
adidas-ultra-boost-4pt0-grey-three,adidas,ultra,adidas ultra boost 4.0 grey three,New,12700.0,13,12500.0,18900.0,-300.0,-2.0,,18846.0,2017-11-17,25400.0,8200.0,11400.0,14000.0,10.3,2031.0,-33.3,14700.0,1066.0
adidas-continental-80-home-of-classics-pack,adidas,continental,adidas continental 80 home of classics pack,New,4800.0,7,7700.0,5200.0,-4300.0,-48.0,Cloud White/Cloud White/Crystal White,8376.0,2019-10-17,9200.0,3700.0,2900.0,6700.0,40.7,10.0,-43.8,6000.0,367.0
adidas-ultra-boost-mid-multi-color-grey,adidas,ultra,adidas ultra boost mid multi-color grey,New,11600.0,10.5,11600.0,13100.0,-4200.0,-27.0,Grey Two/Grey Two/Footwear White,23034.0,2018-09-01,20500.0,6900.0,8200.0,15100.0,30.0,37.0,-50.0,13100.0,778.0
adidas-matchcourt-mid-marc-johnson-red,adidas,matchcourt,adidas matchcourt mid marc johnson red,New,16200.0,9.5,,,9800.0,154.0,,8376.0,2017-11-15,16200.0,6400.0,11500.0,20700.0,28.6,3.0,90.8,9600.0,1068.0
adidas-rs-replicant-ozweego-raf-simons-scarlet-dust-special-edition-with-socks,adidas,rs,adidas rs replicant ozweego raf simons scarlet dust (special edition with socks),New,27200.0,8.5,16400.0,15000.0,0.0,0.0,Scarlet/Dust Rust/Scarlet,57585.0,2018-03-15,27200.0,27200.0,24500.0,30000.0,,1.0,-53.1,27200.0,948.0
adidas-dublin-taiwan,adidas,dublin,adidas dublin taiwan,New,38700.0,8,,36800.0,4700.0,14.0,,11726.4,2017-12-22,38700.0,12400.0,27200.0,50100.0,29.6,3.0,227.4,28400.0,1031.0
adidas-speedfactory-am4-creators-club,adidas,speedfactory,adidas speedfactory am4 creators club,New,5300.0,13,13200.0,,-7700.0,-60.0,Core Black/Core Black/Core Black,15705.0,2019-05-11,13100.0,5300.0,1400.0,9200.0,74.0,2.0,-66.7,9200.0,526.0
adidas-nmd-xr1-mystery-blue,adidas,nmd,adidas nmd xr1 mystery blue,New,18300.0,12,15900.0,26300.0,-700.0,-4.0,Mystery Blue/Vivid Red/Core Black,14658.0,2017-01-01,23800.0,8400.0,13800.0,22800.0,24.9,7.0,23.5,16100.0,1386.0
adidas-superstar-top-ten,adidas,superstar,adidas superstar top ten,New,9500.0,9.5,7300.0,7900.0,3000.0,45.0,Cloud White/Collegiate Navy/Red,8376.0,2020-02-13,13000.0,5300.0,7300.0,11700.0,22.9,11.0,12.5,7800.0,248.0
adidas-nmd-cs1-night-cargo-base-green,adidas,nmd,adidas nmd cs1 night cargo base green,New,12100.0,11.5,10600.0,14800.0,6600.0,119.0,Night Cargo/Base Green/Cloud White,18846.0,2018-07-01,15900.0,5500.0,9400.0,14600.0,21.7,87.0,-36.8,8700.0,840.0
adidas-stan-smith-easy-yellow,adidas,stan,adidas stan smith easy yellow,New,10600.0,11.5/12.5W,4800.0,5200.0,3700.0,54.0,Cloud White / Cloud White / Easy Yellow,8376.0,,10600.0,6900.0,9100.0,12100.0,14.3,3.0,25.0,8700.0,
adidas-superstar-boost-bape-neighborhood,adidas,superstar,adidas superstar boost bape x neighborhood,New,34800.0,10,52700.0,32100.0,3200.0,10.0,,18846.0,2017-02-04,63300.0,26400.0,24300.0,45400.0,30.4,10.0,83.3,38300.0,1352.0
adidas-yeezy-boost-380-blue-oat,adidas,yeezy,adidas yeezy boost 380 blue oat,New,24200.0,8,22700.0,26300.0,-2100.0,-8.0,Blue Oat/Blue Oat/Blue Oat,24081.0,2020-07-25,54400.0,12100.0,22400.0,26000.0,7.3,2279.0,-0.4,27300.0,85.0
adidas-nmd-city-sock-united-arrows-mikitype,adidas,nmd,adidas nmd city sock united arrows mikitype,New,24300.0,9,20100.0,16200.0,-8400.0,-26.0,,18846.0,2017-03-25,32700.0,8500.0,17900.0,30700.0,26.7,19.0,27.8,22000.0,1303.0
adidas-aerobounce-st-2-hi-res-blue,adidas,aerobounce,adidas aerobounce st 2 hi res blue,New,3100.0,9,,,500.0,16.0,Hi-Res Blue/Silver Metallic/Collegiate Royal,11517.0,2017-01-01,3800.0,2700.0,2700.0,3500.0,12.6,11.0,-73.6,3100.0,1386.0
adidas-nmd-r1-sesame,adidas,nmd,adidas nmd r1 sesame,New,12200.0,9.5,9000.0,7900.0,-8800.0,-42.0,,17799.0,2017-08-22,21000.0,8000.0,8800.0,15500.0,27.7,16.0,-32.4,11200.0,1153.0
adidas-twinstrike-a-d-white-red,adidas,twinstrike,adidas twinstrike a/d white red,New,15900.0,10.5,12200.0,3100.0,10000.0,168.0,White/Red,25128.0,2018-02-01,15900.0,6000.0,10900.0,20800.0,31.3,2.0,-37.5,10900.0,990.0
adidas-nmd-r2-primeknit-white-black,adidas,nmd,adidas nmd r2 primeknit white black,New,11000.0,10,10600.0,8400.0,2900.0,35.0,,17799.0,2017-07-13,13600.0,4300.0,9700.0,12300.0,11.8,55.0,-38.8,9500.0,1193.0
adidas-ozweego-cloud-white-solar-yellow,adidas,ozweego,adidas ozweego cloud white solar yellow,New,8800.0,6,8500.0,8500.0,-100.0,-1.0,Cloud White/Grey One/Solar Yellow,11517.0,2019-06-22,15900.0,3700.0,6200.0,11400.0,30.3,308.0,-24.5,7000.0,484.0
adidas-superstar-valentines-day-white-2020,adidas,superstar,adidas superstar valentines day white (2020),New,14800.0,9,14800.0,2600.0,0.0,0.0,Cloud White/Core Black/Scarlet,8376.0,2020-02-01,14800.0,5000.0,10800.0,18800.0,27.3,4.0,75.0,11300.0,260.0
adidas-ultra-boost-uncaged-parley,adidas,ultra,adidas ultra boost uncaged parley,New,11700.0,8.5,11800.0,15400.0,1200.0,11.0,,20940.0,2016-11-15,25100.0,4800.0,7000.0,16600.0,40.8,27.0,-44.4,15100.0,1433.0
adidas-superstar-vulc-adv-blue-pastel,adidas,superstar,adidas superstar vulc adv blue pastel,New,3200.0,8,5300.0,2200.0,-3000.0,-49.0,Blue/Blue/White,9423.0,2012-01-01,11100.0,3200.0,1800.0,4600.0,42.6,25.0,-66.7,5800.0,3213.0
adidas-nmd-r1-black-gum-2018,adidas,nmd,adidas nmd r1 black gum (2018),New,9200.0,9,8600.0,10500.0,300.0,2.0,Core Black/Core Black/Gum,13611.0,2018-06-01,17400.0,4600.0,7700.0,10700.0,15.8,1821.0,-33.1,9000.0,870.0
adidas-superstar-bold-girls-are-awesome-w,adidas,superstar,adidas superstar bold girls are awesome (w),New,10600.0,9W,8500.0,,2700.0,33.0,Cloud White/Signal Coral/Icey Pink,11517.0,2020-04-22,18000.0,8000.0,6400.0,14800.0,40.2,3.0,-9.1,12200.0,179.0
adidas-ultra-boost-2-city-pack-shanghai,adidas,ultra,adidas ultra boost 2.0 city pack shanghai,New,22400.0,8.5,16800.0,17400.0,5600.0,33.0,Black/Gold/Grey,18846.0,,28400.0,14800.0,19100.0,25700.0,14.6,31.0,17.8,21600.0,
adidas-continental-80-arizona-iced-tea-lemonade,adidas,continental,adidas continental 80 arizona iced tea lemonade,New,21100.0,9.5,21100.0,13900.0,0.0,0.0,Chalk/Pink/Teal,20940.0,2019-07-18,42100.0,8800.0,12400.0,29900.0,41.3,24.0,,17800.0,458.0
